,duration,src_bytes,dst_bytes,wrong_fragment,urgent,attack_state
35782,0,401,5454,0,0,0
35783,0,8,0,0,0,1
35784,0,262,662,0,0,0
35785,0,192,0,0,0,0
35786,0,46,72,0,0,0
35787,0,0,0,0,0,1
35788,0,391,6982,0,0,0
35789,0,172,0,0,0,0
35790,0,54540,8314,0,0,1
35791,0,224,281,0,0,0
35792,0,0,0,0,0,1
35793,0,0,0,0,0,1
35794,0,262,128,0,0,0
35795,0,0,0,0,0,1
35796,0,0,0,0,0,1
35797,0,0,0,0,0,0
35798,0,0,0,0,0,1
35799,0,8,0,0,0,1
35800,0,252,0,0,0,0
35801,0,298,710,0,0,0
35802,0,192,0,0,0,0
35803,0,0,0,0,0,1
35804,0,324,796,0,0,0
35805,0,1216,337,0,0,0
35806,0,43,130,0,0,0
35807,0,308,942,0,0,0
35808,0,0,0,0,0,1
35809,0,220,383,0,0,0
35810,0,43,69,0,0,0
35811,27161,1,0,0,0,1
35812,0,291,6286,0,0,0
35813,0,0,0,0,0,1
35814,0,0,0,0,0,1
35815,0,297,844,0,0,0
35816,0,0,0,0,0,1
35817,0,6601,0,0,0,0
35818,0,45,76,0,0,0
35819,0,292,7662,0,0,0
35820,0,0,0,0,0,1
35821,0,6,139,0,0,0
35822,0,43,78,0,0,0
35823,0,0,0,0,0,1
35824,4,899,326,0,0,0
35825,0,0,0,0,0,1
35826,0,44,74,0,0,0
35827,0,0,0,0,0,1
35828,0,213,315,0,0,0
35829,0,0,0,0,0,1
35830,4050,145,105,0,0,0
35831,0,219,621,0,0,0
35832,0,0,0,0,0,1
35833,0,182,0,0,0,0
35834,0,0,0,0,0,1
35835,0,1109,0,0,0,0
35836,0,30,0,0,0,0
35837,0,28,0,3,0,1
35838,0,33,88,0,0,0
35839,0,0,0,0,0,1
35840,0,315,2168,0,0,0
35841,0,377,9949,0,0,0
35842,0,0,0,0,0,1
35843,0,0,0,0,0,1
35844,0,0,0,0,0,1
35845,0,1,0,0,0,1
35846,0,283,25519,0,0,0
35847,0,8,0,0,0,1
35848,0,203,269,0,0,0
35849,0,0,0,0,0,1
35850,0,0,0,0,0,1
35851,2230,146,105,0,0,0
35852,0,226,11036,0,0,0
35853,0,263,3112,0,0,0
35854,0,0,0,0,0,1
35855,0,0,0,0,0,1
35856,12471,145,105,0,0,0
35857,0,334,0,0,0,1
35858,0,30,0,0,0,0
35859,0,1032,0,0,0,1
35860,0,196,8921,0,0,0
35861,5044,5131424,0,0,0,1
35862,0,221,1980,0,0,0
35863,0,313,6693,0,0,0
35864,0,221,3101,0,0,0
35865,1079,147,105,0,0,0
35866,5350,1,0,0,0,1
35867,0,0,0,0,0,1
35868,0,0,0,0,0,1
35869,0,1032,0,0,0,1
35870,0,193,1233,0,0,0
35871,0,8,0,0,0,1
35872,0,0,0,0,0,1
35873,0,0,0,0,0,1
35874,0,0,0,0,0,1
35875,0,45,77,0,0,0
35876,0,212,416,0,0,0
35877,0,40494,0,0,0,0
35878,0,0,0,0,0,1
35879,0,0,0,0,0,1
35880,0,0,0,0,0,1
35881,0,0,0,0,0,1
35882,0,315,405,0,0,0
35883,0,221,2444,0,0,0
35884,0,105,146,0,0,0
35885,0,0,0,0,0,1
35886,0,8,0,0,0,1
35887,0,0,0,0,0,1
35888,0,0,0,0,0,1
35889,0,0,0,0,0,1
35890,0,331,1862,0,0,0
35891,1,728,328,0,0,0
35892,0,0,0,0,0,1
35893,0,0,0,0,0,1
35894,0,0,0,0,0,1
35895,86,161,1154,0,0,0
35896,0,54540,8314,0,0,1
35897,0,0,0,0,0,1
35898,0,311,1472,0,0,0
35899,0,1032,0,0,0,1
35900,0,158,43464,0,0,0
35901,0,0,0,0,0,1
35902,0,355,1481,0,0,0
35903,0,293,252,0,0,0
35904,0,216,4929,0,0,0
35905,0,217,3516,0,0,0
35906,0,44,127,0,0,0
35907,0,0,0,0,0,1
35908,1,865,333,0,0,0
35909,0,169,10326,0,0,0
35910,0,44,129,0,0,0
35911,0,0,0,0,0,1
35912,0,0,0,0,0,1
35913,0,0,0,0,0,1
35914,0,1032,0,0,0,1
35915,0,44,124,0,0,0
35916,0,0,0,0,0,1
35917,0,197,321,0,0,0
35918,0,8,0,0,0,1
35919,0,197,7203,0,0,0
35920,0,28,0,3,0,1
35921,0,0,0,0,0,1
35922,0,0,0,0,0,1
35923,0,232,392,0,0,0
35924,0,220,652,0,0,0
35925,0,143,8556,0,0,0
35926,0,0,0,0,0,1
35927,0,29,79,0,0,0
35928,0,0,0,0,0,1
35929,0,0,0,0,0,1
35930,0,0,0,0,0,1
35931,0,0,0,0,0,1
35932,0,28,0,3,0,1
35933,2,1903,365,0,0,0
35934,0,1122,323,0,0,0
35935,0,18,0,0,0,1
35936,0,0,0,0,0,1
35937,0,0,0,0,0,1
35938,0,10,218,0,0,0
35939,0,19,0,0,0,0
35940,0,347,49480,0,0,0
35941,0,0,0,0,0,1
35942,0,0,0,0,0,1
35943,0,233,834,0,0,0
35944,3,0,0,0,0,1
35945,0,0,0,0,0,1
35946,0,211,923,0,0,0
35947,0,0,0,0,0,1
35948,0,0,0,0,0,0
35949,0,220,774,0,0,0
35950,0,211,1024,0,0,0
35951,0,298,3348,0,0,0
35952,0,0,0,0,0,1
35953,0,0,0,0,0,1
35954,0,308,2698,0,0,0
35955,40929,1,0,0,0,1
35956,0,30,0,0,0,0
35957,0,510,12035,0,0,0
35958,0,30,0,0,0,0
35959,0,0,0,0,0,1
35960,0,0,0,0,0,1
35961,0,194,0,0,0,0
35962,0,8,0,0,0,1
35963,0,0,0,0,0,1
35964,0,0,0,0,0,1
35965,0,8,0,0,0,1
35966,0,520,0,0,0,1
35967,0,0,0,0,0,1
35968,0,0,0,0,0,1
35969,0,0,0,0,0,1
35970,0,1,0,0,0,1
35971,0,0,0,0,0,1
35972,0,0,0,0,0,1
35973,0,0,0,0,0,0
35974,0,306,607,0,0,0
35975,0,168,414,0,0,0
35976,0,0,0,0,0,1
35977,0,0,0,0,0,1
35978,0,0,0,0,0,1
35979,0,345,2413,0,0,0
35980,0,306,2013,0,0,0
35981,0,0,0,0,0,1
35982,0,0,0,0,0,1
35983,0,0,0,0,0,1
35984,0,0,0,0,0,1
35985,0,231,15641,0,0,0
35986,0,268,8159,0,0,0
35987,0,33,0,0,0,0
35988,0,5558,0,0,0,0
35989,0,192,0,0,0,0
35990,0,295,261,0,0,0
35991,0,320,2367,0,0,0
35992,0,0,0,0,0,1
35993,0,232,17905,0,0,0
35994,0,0,0,0,0,1
35995,0,43,130,0,0,0
35996,0,0,0,0,0,1
35997,0,0,0,0,0,1
35998,0,1,0,0,0,1
35999,0,0,0,0,0,1
36000,0,501760,0,0,0,0
36001,0,54540,8314,0,0,1
36002,0,224,3644,0,0,0
36003,0,1032,0,0,0,1
36004,0,2039,330,0,0,0
36005,0,0,0,0,0,1
36006,0,0,0,0,0,1
36007,0,309,398,0,0,0
36008,0,1214,0,0,0,0
36009,0,0,0,0,0,1
36010,991,1,0,0,0,1
36011,0,0,0,0,0,1
36012,0,0,0,0,0,1
36013,0,0,0,0,0,1
36014,0,1199,0,0,0,0
36015,0,0,0,0,0,1
36016,0,0,0,0,0,1
36017,0,219,765,0,0,0
36018,0,0,0,0,0,1
36019,1,0,0,0,0,1
36020,0,36,0,0,0,0
36021,0,0,0,0,0,1
36022,0,10073,0,0,0,0
36023,17764,1,0,0,0,1
36024,0,0,0,0,0,0
36025,0,284,1415,0,0,0
36026,0,54540,8314,0,0,1
36027,4112,146,105,0,0,0
36028,0,0,0,0,0,1
36029,0,231,722,0,0,0
36030,39236,1,0,0,0,1
36031,0,212,13599,0,0,0
36032,0,0,0,0,0,0
36033,0,105,146,0,0,0
36034,0,2005,363,0,0,0
36035,4,1347,336,0,0,0
36036,0,0,0,0,0,1
36037,0,0,0,0,0,1
36038,0,0,0,0,0,1
36039,0,201,4596,0,0,0
36040,0,32,94,0,0,0
36041,0,0,0,0,0,1
36042,0,0,0,0,0,1
36043,0,0,0,0,0,1
36044,0,54540,8314,0,0,1
36045,0,8,0,0,0,1
36046,0,0,0,0,0,1
36047,0,174,12331,0,0,0
36048,0,330,932,0,0,0
36049,0,0,0,0,0,1
36050,0,0,0,0,0,1
36051,0,219,406,0,0,0
36052,0,12,0,0,0,0
36053,0,46,133,0,0,0
36054,0,281,1903,0,0,0
36055,0,291,790,0,0,0
36056,0,1809,330,0,0,0
36057,0,292,188,0,0,0
36058,0,0,0,0,0,1
36059,33,10,451,0,0,0
36060,0,245,2431,0,0,0
36061,0,0,0,0,0,1
36062,0,0,0,0,0,0
36063,0,0,0,0,0,1
36064,0,0,0,0,0,1
36065,0,45,74,0,0,0
36066,0,8,0,0,0,1
36067,0,1032,0,0,0,1
36068,0,0,0,0,0,1
36069,0,213,281,0,0,0
36070,0,157,443,0,0,0
36071,0,0,0,0,0,0
36072,0,0,0,0,0,1
36073,10,105,147,0,0,0
36074,0,0,0,0,0,1
36075,0,0,0,0,0,1
36076,0,246,9055,0,0,0
36077,1,760,333,0,0,0
36078,0,233,710,0,0,0
36079,0,0,0,0,0,1
36080,0,0,0,0,0,1
36081,0,174,6044,0,0,0
36082,0,44,75,0,0,0
36083,0,0,0,0,0,1
36084,0,364,2431,0,0,0
36085,0,0,0,0,0,1
36086,0,0,0,0,0,1
36087,0,312,353,0,0,0
36088,0,0,0,0,0,0
36089,0,249,272,0,0,0
36090,0,0,0,0,0,1
36091,0,189,5670,0,0,0
36092,0,214,689,0,0,0
36093,0,0,0,0,0,1
36094,0,78,0,0,0,0
36095,0,0,0,0,0,1
36096,0,0,0,0,0,1
36097,0,220,45263,0,0,0
36098,0,100,0,0,0,0
36099,0,0,0,0,0,1
36100,0,0,0,0,0,1
36101,0,207,697,0,0,0
36102,0,8,0,0,0,1
36103,0,0,0,0,0,1
36104,0,296,2861,0,0,0
36105,0,235,185,0,0,0
36106,0,0,0,0,0,1
36107,0,225,17888,0,0,0
36108,0,46,46,0,0,0
36109,0,261,4916,0,0,0
36110,0,3565,330,0,0,0
36111,3774,147,105,0,0,0
36112,0,495,0,0,0,0
36113,0,144,5694,0,0,0
36114,0,0,0,0,0,1
36115,0,3676,0,0,0,0
36116,0,211,5434,0,0,0
36117,0,0,0,0,0,1
36118,0,1032,0,0,0,1
36119,0,0,0,0,0,1
36120,0,8,0,0,0,1
36121,0,0,0,0,0,1
36122,0,3836,4026,0,0,0
36123,0,0,0,0,0,1
36124,0,0,0,0,0,1
36125,0,327,833,0,0,0
36126,0,44,134,0,0,0
36127,0,1,0,0,0,1
36128,0,0,0,0,0,1
36129,0,0,0,0,0,1
36130,0,105,147,0,0,0
36131,0,0,0,0,0,1
36132,0,0,0,0,0,1
36133,0,0,0,0,0,1
36134,0,44,130,0,0,0
36135,11905,145,105,0,0,0
36136,16549,4662,26832,0,0,0
36137,0,0,0,0,0,1
36138,0,231,1619,0,0,0
36139,0,0,0,0,0,1
36140,0,196,2168,0,0,0
36141,0,0,0,0,0,1
36142,0,336,1735,0,0,0
36143,0,309,1528,0,0,0
36144,0,0,0,0,0,1
36145,249,145,105,0,0,0
36146,0,319,406,0,0,0
36147,0,126,179,0,0,1
36148,0,198,609,0,0,0
36149,0,0,0,0,0,1
36150,0,0,0,0,0,1
36151,0,0,0,0,0,1
36152,0,42,42,0,0,0
36153,0,0,0,0,0,1
36154,0,26,0,0,0,0
36155,0,0,0,0,0,1
36156,0,1032,0,0,0,1
36157,0,276,342,0,0,0
36158,0,258,9428,0,0,0
36159,420,275,8819,0,0,0
36160,0,0,0,0,0,1
36161,11385,1548,24180,0,0,0
36162,0,219,863,0,0,0
36163,0,43,70,0,0,0
36164,0,1032,0,0,0,1
36165,0,78,0,0,0,0
36166,0,334,0,0,0,1
36167,0,0,0,0,0,1
36168,0,355,767,0,0,0
36169,0,303,933,0,0,0
36170,0,212,124,0,0,0
36171,0,8,0,0,0,1
36172,0,290,54674,0,0,0
36173,0,43,125,0,0,0
36174,0,0,0,0,0,0
36175,0,42,120,0,0,0
36176,0,1403,440,0,0,0
36177,0,0,0,0,0,1
36178,0,0,0,0,0,1
36179,0,1032,0,0,0,1
36180,0,0,0,0,0,1
36181,0,233,128,0,0,0
36182,0,6469,491,0,0,0
36183,0,144,27554,0,0,0
36184,0,1030,0,0,0,0
36185,0,0,0,0,0,1
36186,0,54540,8314,0,0,1
36187,0,295,771,0,0,0
36188,0,0,0,0,0,1
36189,0,0,0,0,0,1
36190,0,43,131,0,0,0
36191,0,166,23013,0,0,0
36192,0,0,0,0,0,1
36193,0,44,135,0,0,0
36194,0,170,1618,0,0,0
36195,0,0,0,0,0,1
36196,0,0,0,0,0,1
36197,0,0,0,0,0,1
36198,0,0,0,0,0,1
36199,2,1225,338,0,0,0
36200,0,276,402,0,0,0
36201,0,0,0,0,0,1
36202,0,202,1792,0,0,0
36203,0,0,0,0,0,1
36204,0,45,114,0,0,0
36205,0,0,0,0,0,1
36206,0,45,150,0,0,0
36207,0,320,4213,0,0,0
36208,0,34,34,0,0,0
36209,22256,1,0,0,0,1
36210,0,292,1313,0,0,0
36211,0,2232,333,0,0,0
36212,0,810,332,0,0,0
36213,0,8,0,0,0,1
36214,0,0,0,0,0,1
36215,0,220,2079,0,0,0
36216,0,105,147,0,0,0
36217,0,0,0,0,0,1
36218,0,0,0,0,0,1
36219,0,0,0,0,0,0
36220,0,16,0,0,0,0
36221,0,0,0,0,0,1
36222,0,278,37097,0,0,0
36223,0,365,295,0,0,0
36224,0,186,3512,0,0,0
36225,0,43,69,0,0,0
36226,0,306,560,0,0,0
36227,0,0,0,0,0,1
36228,0,311,1151,0,0,0
36229,0,0,0,0,0,1
36230,0,0,0,0,0,1
36231,0,0,0,0,0,1
36232,0,0,0,0,0,1
36233,0,0,0,0,0,1
36234,0,0,0,0,0,1
36235,0,316,4640,0,0,0
36236,0,0,0,0,0,1
36237,0,0,0,0,0,1
36238,0,501760,0,0,0,0
36239,0,144,27305,0,0,0
36240,0,1464,328,0,0,0
36241,0,0,0,0,0,1
36242,0,8,0,0,0,1
36243,0,0,0,0,0,1
36244,0,0,0,0,0,1
36245,0,46,134,0,0,0
36246,0,0,0,0,0,1
36247,0,3775,0,0,0,0
36248,0,0,0,0,0,1
36249,0,0,0,0,0,1
36250,20,229,770,0,0,0
36251,7360,1317,9487,0,0,0
36252,0,0,0,0,0,1
36253,0,8,0,0,0,1
36254,0,252,0,0,0,0
36255,0,779,330,0,0,0
36256,0,0,0,0,0,1
36257,0,0,0,0,0,1
36258,0,287,264,0,0,0
36259,0,0,0,0,0,1
36260,0,59,0,0,0,0
36261,0,43,72,0,0,0
36262,0,0,0,0,0,1
36263,31481,1,0,0,0,1
36264,0,0,0,0,0,1
36265,0,8,0,0,0,1
36266,0,0,0,0,0,1
36267,0,1,0,0,0,1
36268,0,0,0,0,0,1
36269,0,1032,0,0,0,1
36270,0,0,0,0,0,1
36271,0,54540,8314,0,0,1
36272,0,0,0,0,0,1
36273,0,320,1529,0,0,0
36274,23,301,1043,0,0,0
36275,0,0,0,0,0,1
36276,0,0,0,0,0,1
36277,0,0,0,0,0,1
36278,0,1032,0,0,0,1
36279,0,0,0,0,0,1
36280,0,0,0,0,0,1
36281,0,303,3628,0,0,0
36282,0,30,0,0,0,0
36283,0,44,75,0,0,0
36284,0,0,0,0,0,1
36285,0,228,2736,0,0,0
36286,0,0,0,0,0,1
36287,15,2775,328,0,0,0
36288,0,325,1390,0,0,0
36289,0,0,0,0,0,1
36290,0,8,0,0,0,1
36291,0,1032,0,0,0,1
36292,0,287,28392,0,0,0
36293,0,210,1734,0,0,0
36294,0,321,1082,0,0,0
36295,0,242,4201,0,0,0
36296,1440,147,105,0,0,0
36297,0,0,0,0,0,1
36298,0,0,0,0,0,1
36299,0,0,0,0,0,1
36300,5,878,327,0,0,0
36301,0,215,0,0,0,0
36302,0,0,0,0,0,0
36303,0,234,293,0,0,0
36304,0,1,0,0,0,1
36305,0,285,427,0,0,0
36306,0,0,15,0,0,1
36307,0,0,0,0,0,1
36308,0,45,132,0,0,0
36309,0,286,310,0,0,0
36310,0,54540,8314,0,0,1
36311,0,209,1068,0,0,0
36312,0,0,0,0,0,1
36313,0,1032,0,0,0,1
36314,0,0,0,0,0,1
36315,0,43,72,0,0,0
36316,0,26,0,0,0,0
36317,0,0,0,0,0,1
36318,30277,1,0,0,0,1
36319,0,0,0,0,0,1
36320,0,169,1882,0,0,0
36321,0,330,1541,0,0,0
36322,0,0,0,0,0,1
36323,0,247,1165,0,0,0
36324,0,302,1288,0,0,0
36325,0,161,14113,0,0,0
36326,0,0,0,0,0,1
36327,0,199,392,0,0,0
36328,0,265,2259,0,0,0
36329,0,46,72,0,0,0
36330,0,0,0,0,0,1
36331,0,247,1878,0,0,0
36332,0,0,0,0,0,1
36333,0,1339,0,0,0,0
36334,22,438,316498,0,0,0
36335,0,1032,0,0,0,1
36336,0,1,0,0,0,1
36337,0,0,0,0,0,1
36338,0,0,0,0,0,1
36339,0,0,0,0,0,1
36340,0,0,0,0,0,1
36341,0,240,655,0,0,0
36342,0,0,0,0,0,1
36343,0,217,337,0,0,0
36344,0,0,0,0,0,1
36345,0,1480,0,1,0,1
36346,0,8,0,0,0,1
36347,0,288,4993,0,0,0
36348,0,0,0,0,0,1
36349,0,0,0,0,0,1
36350,0,214,1415,0,0,0
36351,0,0,0,0,0,1
36352,0,0,0,0,0,1
36353,0,0,0,0,0,1
36354,0,105,145,0,0,0
36355,0,977,336,0,0,0
36356,0,1,0,0,0,1
36357,0,45,136,0,0,0
36358,6860,145,105,0,0,0
36359,0,11376,0,0,0,0
36360,0,0,0,0,0,1
36361,0,0,0,0,0,1
36362,0,235,4280,0,0,0
36363,0,0,0,0,0,0
36364,0,105,0,0,0,0
36365,0,221,2574,0,0,0
36366,0,1,0,0,0,1
36367,0,314,343,0,0,0
36368,0,0,0,0,0,1
36369,1,1260,2453,0,0,1
36370,0,54540,8314,0,0,1
36371,0,0,0,0,0,1
36372,0,0,0,0,0,1
36373,0,0,0,0,0,0
36374,0,0,0,0,0,1
36375,0,244,744,0,0,0
36376,0,30,0,0,0,0
36377,0,1032,0,0,0,1
36378,0,225,31124,0,0,0
36379,0,35,51,0,0,0
36380,0,1,0,0,0,1
36381,0,45,45,0,0,0
36382,0,0,0,0,0,1
36383,0,43,132,0,0,0
36384,0,206,285,0,0,0
36385,0,0,0,0,0,1
36386,0,0,0,0,0,1
36387,0,260,666,0,0,0
36388,0,219,1211,0,0,0
36389,0,44,134,0,0,0
36390,0,0,0,0,0,1
36391,3,1149,339,0,0,0
36392,0,0,0,0,0,1
36393,0,293,14542,0,0,0
36394,5213,576,6447,0,0,0
36395,5,6,0,0,0,1
36396,0,0,0,0,0,1
36397,0,54540,8314,0,0,1
36398,0,0,0,0,0,1
36399,0,209,10690,0,0,0
36400,0,43,130,0,0,0
36401,0,34,0,0,0,0
36402,0,2609,410,0,0,0
36403,0,0,0,0,0,1
36404,0,249,2972,0,0,0
36405,0,0,0,0,0,1
36406,0,43,132,0,0,0
36407,1,801,333,0,0,0
36408,0,0,0,0,0,1
36409,0,0,0,0,0,1
36410,0,748,0,0,0,0
36411,0,194,1425,0,0,0
36412,0,46,124,0,0,0
36413,0,207,3451,0,0,0
36414,0,306,309,0,0,0
36415,0,0,0,0,0,1
36416,0,45,137,0,0,0
36417,36,1375,330,0,0,0
36418,0,0,0,0,0,1
36419,0,293,406,0,0,0
36420,0,45,75,0,0,0
36421,0,2881,0,0,0,0
36422,0,2881,0,0,0,0
36423,0,201,14183,0,0,0
36424,0,0,0,0,0,1
36425,0,0,0,0,0,1
36426,0,43,43,0,0,0
36427,0,280,318,0,0,0
36428,0,28,0,3,0,1
36429,0,0,0,0,0,1
36430,0,252,392,0,0,0
36431,0,244,294,0,0,0
36432,0,306,2507,0,0,0
36433,0,0,0,0,0,1
36434,0,0,0,0,0,1
36435,0,237,391,0,0,0
36436,2,2194619,0,0,0,0
36437,0,356,2254,0,0,0
36438,0,0,0,0,0,1
36439,9,103,1448,0,0,0
36440,0,199,174,0,0,0
36441,0,1,0,0,0,1
36442,0,0,0,0,0,1
36443,0,0,0,0,0,1
36444,0,0,0,0,0,1
36445,0,0,0,0,0,1
36446,0,0,0,0,0,1
36447,0,227,2438,0,0,0
36448,0,0,0,0,0,1
36449,0,597,338,0,0,0
36450,0,0,0,0,0,1
36451,40315,1,0,0,0,1
36452,0,1032,0,0,0,1
36453,0,0,0,0,0,1
36454,0,190,4868,0,0,0
36455,0,192,0,0,0,0
36456,0,30,0,0,0,0
36457,0,1111,328,0,0,0
36458,1,1587,326,0,0,0
36459,0,367,619,0,0,0
36460,0,211,691,0,0,0
36461,0,46,137,0,0,0
36462,0,8,0,0,0,1
36463,0,0,0,0,0,1
36464,0,0,0,0,0,1
36465,0,0,0,0,0,1
36466,0,12324,0,0,0,0
36467,0,0,0,0,0,1
36468,0,1,0,0,0,1
36469,0,0,0,0,0,1
36470,0,297,2507,0,0,0
36471,0,324,1444,0,0,0
36472,0,74,0,0,0,0
36473,0,0,0,0,0,1
36474,0,0,0,0,0,1
36475,26508,1,0,0,0,1
36476,0,181,307,0,0,0
36477,0,30,0,0,0,0
36478,1800,146,105,0,0,0
36479,0,109,46,0,0,0
36480,0,8,0,0,0,1
36481,0,0,0,0,0,1
36482,0,43,70,0,0,0
36483,0,0,0,0,0,1
36484,0,228,14408,0,0,0
36485,0,8,362,0,0,0
36486,0,0,0,0,0,1
36487,0,91,0,0,0,0
36488,0,309,1158,0,0,0
36489,0,0,0,0,0,1
36490,0,0,0,0,0,1
36491,0,218,421,0,0,0
36492,0,0,0,0,0,1
36493,0,0,0,0,0,0
36494,0,0,0,0,0,1
36495,0,0,0,0,0,1
36496,0,1,0,0,0,1
36497,0,162,3561,0,0,0
36498,0,144,9533,0,0,0
36499,0,46,80,0,0,0
36500,0,0,0,0,0,1
36501,0,310,5165,0,0,0
36502,0,1032,0,0,0,1
36503,0,0,0,0,0,1
36504,0,0,0,0,0,1
36505,0,2649,403,0,0,0
36506,0,0,0,0,0,1
36507,0,0,0,0,0,1
36508,0,0,0,0,0,1
36509,0,0,0,0,0,1
36510,0,269,2232,0,0,0
36511,0,197,735,0,0,0
36512,11,1658,522,0,0,0
36513,0,237,1408,0,0,0
36514,0,239,1345,0,0,0
36515,2,1146,2443,0,0,1
36516,27,1469,4152,0,0,0
36517,0,153,14580,0,0,0
36518,0,240,869,0,0,0
36519,0,41,137,0,0,0
36520,0,0,0,0,0,1
36521,0,304,3222,0,0,0
36522,0,0,0,0,0,1
36523,1,0,0,0,0,1
36524,0,310,2698,0,0,0
36525,0,304,1494,0,0,0
36526,0,2191,0,0,0,0
36527,0,290,291,0,0,0
36528,0,311,791,0,0,0
36529,0,0,0,0,0,1
36530,0,0,0,0,0,1
36531,0,0,0,0,0,1
36532,4,4923,344,0,0,0
36533,0,0,0,0,0,1
36534,0,1,0,0,0,1
36535,0,0,0,0,0,1
36536,0,43,133,0,0,0
36537,0,0,0,0,0,1
36538,0,305,11546,0,0,0
36539,0,46,135,0,0,0
36540,0,0,0,0,0,1
36541,0,0,0,0,0,1
36542,0,0,0,0,0,1
36543,0,0,0,0,0,1
36544,0,209,3074,0,0,0
36545,0,0,0,0,0,1
36546,0,219,3248,0,0,0
36547,0,44,44,0,0,0
36548,0,0,0,0,0,1
36549,0,0,0,0,0,1
36550,0,347,20811,0,0,0
36551,0,0,0,0,0,1
36552,0,0,0,0,0,1
36553,1,968,370,0,0,0
36554,0,233,294,0,0,0
36555,0,213,298,0,0,0
36556,0,0,0,0,0,1
36557,0,44,76,0,0,0
36558,0,0,0,0,0,1
36559,0,319,1606,0,0,0
36560,0,0,0,0,0,1
36561,0,274,4841,0,0,0
36562,0,1032,0,0,0,1
36563,0,255,5190,0,0,0
36564,2,2194619,0,0,0,0
36565,0,0,0,0,0,1
36566,0,283,9961,0,0,0
36567,0,387,16355,0,0,0
36568,0,0,0,0,0,1
36569,0,0,0,0,0,1
36570,0,44,132,0,0,0
36571,547,147,105,0,0,0
36572,2,610,337,0,0,0
36573,0,344,421,0,0,0
36574,0,0,0,0,0,1
36575,0,105,145,0,0,0
36576,0,325,13140,0,0,0
36577,0,203,1436,0,0,0
36578,0,1139,503,0,0,0
36579,0,43,43,0,0,0
36580,0,46,129,0,0,0
36581,0,215,0,0,0,1
36582,0,8766,0,0,0,0
36583,1,105,2135,0,0,0
36584,1,4115,320,0,0,0
36585,37,1590,321,0,0,0
36586,0,170,34084,0,0,0
36587,0,42,42,0,0,0
36588,0,46,129,0,0,0
36589,0,811,338,0,0,0
36590,0,43,43,0,0,0
36591,0,230,480,0,0,0
36592,0,286,670,0,0,0
36593,0,0,0,0,0,1
36594,0,197,1410,0,0,0
36595,0,0,0,0,0,1
36596,0,207,0,0,0,1
36597,0,1032,0,0,0,1
36598,0,0,0,0,0,1
36599,0,18,0,0,0,1
36600,0,0,0,0,0,1
36601,0,0,0,0,0,1
36602,0,0,0,0,0,1
36603,0,231,25155,0,0,0
36604,0,12,0,0,0,0
36605,0,15876,0,0,0,0
36606,40005,1,0,0,0,1
36607,0,252,271,0,0,0
36608,0,0,0,0,0,0
36609,0,45,69,0,0,0
36610,0,0,0,0,0,1
36611,0,44,132,0,0,0
36612,0,44,113,0,0,0
36613,0,223,11052,0,0,0
36614,0,0,0,0,0,1
36615,0,0,0,0,0,1
36616,0,3909,0,0,0,0
36617,0,301,1501,0,0,0
36618,18,765,334,0,0,0
36619,0,0,0,0,0,1
36620,1,0,0,0,0,1
36621,0,0,0,0,0,1
36622,0,214,1400,0,0,0
36623,0,0,0,0,0,1
36624,2,2389,333,0,0,0
36625,0,0,0,0,0,1
36626,0,323,2390,0,0,0
36627,0,44,128,0,0,0
36628,0,224,19950,0,0,0
36629,0,0,0,0,0,1
36630,0,0,0,0,0,1
36631,0,8,0,0,0,1
36632,1,1084,321,0,0,0
36633,0,0,0,0,0,1
36634,0,28,0,3,0,1
36635,0,192,0,0,0,0
36636,0,796,390,0,0,0
36637,10,609,330,0,0,0
36638,0,178,1916,0,0,0
36639,0,35,0,0,0,0
36640,0,748,0,0,0,0
36641,0,297,334,0,0,0
36642,0,219,430,0,0,0
36643,0,12,0,0,0,0
36644,0,0,0,0,0,1
36645,0,317,4143,0,0,0
36646,0,214,259,0,0,0
36647,1,840,328,0,0,0
36648,0,8,0,0,0,1
36649,0,301,1404,0,0,0
36650,8,2635,340,0,0,0
36651,0,27,87,0,0,0
36652,0,0,0,0,0,0
36653,0,308,1256,0,0,0
36654,0,1332,327,0,0,0
36655,0,131,45,0,0,0
36656,0,199,5647,0,0,0
36657,0,240,306,0,0,0
36658,0,192,0,0,0,0
36659,0,229,198,0,0,0
36660,0,265,260,0,0,0
36661,0,284,327,0,0,0
36662,0,66,2414,0,0,0
36663,0,0,0,0,0,1
36664,0,318,3989,0,0,0
36665,0,8,0,0,0,1
36666,0,45,80,0,0,0
36667,0,0,0,0,0,1
36668,0,46,46,0,0,0
36669,0,516,4,0,0,0
36670,0,222,1427,0,0,0
36671,0,0,0,0,0,1
36672,0,176,1533,0,0,0
36673,0,322,1000,0,0,0
36674,0,1032,0,0,0,1
36675,0,0,0,0,0,1
36676,0,291,17637,0,0,0
36677,0,0,0,0,0,1
36678,0,46,132,0,0,0
36679,0,0,0,0,0,1
36680,0,0,0,0,0,1
36681,0,235,608,0,0,0
36682,2,0,0,0,0,1
36683,0,0,0,0,0,0
36684,0,0,0,0,0,1
36685,0,258,4403,0,0,0
36686,0,218,6641,0,0,0
36687,0,0,0,0,0,1
36688,0,0,0,0,0,1
36689,0,255,28735,0,0,0
36690,0,0,0,0,0,0
36691,0,0,0,0,0,1
36692,0,238,8583,0,0,0
